temp	time
60.38	03:54:41
60.33	03:54:51
60.31	03:55:02
60.32	03:55:12
60.29	03:55:22
60.28	03:55:32
60.27	03:55:42
60.28	03:55:52
60.31	03:56:02
60.18	03:56:12
60.28	03:56:22
60.25	03:56:32
60.31	03:56:42
60.36	03:56:52
60.32	03:57:02
60.32	03:57:13
60.25	03:57:23
60.24	03:57:33
60.38	03:57:43
60.35	03:57:53
60.25	03:58:03
60.32	03:58:13
60.23	03:58:23
60.25	03:58:33
60.32	03:58:43
60.25	03:58:53
60.24	03:59:03
60.13	03:59:13
60.22	03:59:23
60.23	03:59:34
60.16	03:59:44
60.17	03:59:54
60.19	04:00:04
60.23	04:00:14
60.28	04:00:24
60.21	04:00:34
60.24	04:00:44
60.15	04:00:54
60.31	04:01:04
60.27	04:01:14
60.19	04:01:24
60.22	04:01:34
60.18	04:01:44
60.18	04:01:55
60.20	04:02:05
60.21	04:02:15
60.16	04:02:25
60.12	04:02:35
60.23	04:02:45
60.21	04:02:55
60.26	04:03:05
60.21	04:03:15
60.17	04:03:25
60.22	04:03:35
60.07	04:03:45
60.12	04:03:55
60.15	04:04:06
60.17	04:04:16
60.10	04:04:26
60.15	04:04:36
60.10	04:04:46
60.17	04:04:56
60.11	04:05:06
60.08	04:05:16
60.10	04:05:26
60.10	04:05:36
60.03	04:05:46
60.01	04:05:56
60.06	04:06:06
60.05	04:06:16
60.07	04:06:27
60.13	04:06:37
60.08	04:06:47
60.06	04:06:57
60.05	04:07:07
60.01	04:07:17
60.02	04:07:27
60.08	04:07:37
60.06	04:07:47
60.03	04:07:57
60.10	04:08:07
60.04	04:08:17
60.09	04:08:27
60.01	04:08:38
60.05	04:08:48
59.99	04:08:58
60.03	04:09:08
60.02	04:09:18
60.06	04:09:28
60.01	04:09:38
60.03	04:09:48
59.95	04:09:58
60.04	04:10:08
59.97	04:10:18
59.95	04:10:28
59.92	04:10:38
59.97	04:10:48
59.85	04:10:59
59.98	04:11:09
59.97	04:11:19
60.02	04:11:29
59.99	04:11:39
59.96	04:11:49
60.00	04:11:59
60.09	04:12:09
60.01	04:12:19
60.00	04:12:29
59.91	04:12:39
59.89	04:12:49
59.98	04:12:59
59.93	04:13:09
59.94	04:13:20
60.03	04:13:30
59.95	04:13:40
59.92	04:13:50
59.93	04:14:00
59.94	04:14:10
59.95	04:14:20
59.93	04:14:30
59.90	04:14:40
59.96	04:14:50
59.88	04:15:00
59.92	04:15:10
59.90	04:15:20
59.91	04:15:31
59.92	04:15:41
59.99	04:15:51
59.93	04:16:01
59.96	04:16:11
59.94	04:16:21
59.84	04:16:31
59.94	04:16:41
59.87	04:16:51
59.88	04:17:01
59.91	04:17:11
59.89	04:17:21
59.88	04:17:31
59.90	04:17:41
59.85	04:17:52
59.90	04:18:02
59.90	04:18:12
59.88	04:18:22
59.88	04:18:32
59.90	04:18:42
59.92	04:18:52
59.88	04:19:02
59.84	04:19:12
59.95	04:19:22
59.88	04:19:32
59.92	04:19:42
59.88	04:19:52
59.95	04:20:03
59.83	04:20:13
59.84	04:20:23
59.85	04:20:33
59.79	04:20:43
59.82	04:20:53
59.86	04:21:03
59.91	04:21:13
59.82	04:21:23
59.84	04:21:33
59.80	04:21:43
59.82	04:21:53
59.85	04:22:03
59.86	04:22:13
59.86	04:22:24
59.87	04:22:34
59.87	04:22:44
59.81	04:22:54
59.89	04:23:04
59.83	04:23:14
59.84	04:23:24
59.80	04:23:34
59.82	04:23:44
59.87	04:23:54
59.84	04:24:04
59.84	04:24:14
59.87	04:24:24
59.87	04:24:34
59.80	04:24:45
59.81	04:24:55
59.78	04:25:05
59.78	04:25:15
59.79	04:25:25
59.80	04:25:35
59.80	04:25:45
59.86	04:25:55
59.82	04:26:05
59.80	04:26:15
59.82	04:26:25
59.80	04:26:35
59.79	04:26:45
59.79	04:26:56
59.81	04:27:06
59.80	04:27:16
59.82	04:27:26
59.81	04:27:36
59.81	04:27:46
59.80	04:27:56
59.84	04:28:06
59.81	04:28:16
59.81	04:28:26
59.79	04:28:36
59.82	04:28:46
59.82	04:28:56
59.80	04:29:06
59.82	04:29:17
59.82	04:29:27
59.83	04:29:37
59.80	04:29:47
59.79	04:29:57
59.81	04:30:07
59.79	04:30:17
59.80	04:30:27
59.81	04:30:37
59.83	04:30:47
59.81	04:30:57
59.78	04:31:07
59.78	04:31:17
59.82	04:31:27
59.81	04:31:38
59.79	04:31:48
59.81	04:31:58
59.81	04:32:08
59.81	04:32:18
59.84	04:32:28
59.78	04:32:38
59.84	04:32:48
59.78	04:32:58
59.80	04:33:08
59.81	04:33:18
59.78	04:33:28
59.78	04:33:38
59.80	04:33:49
59.80	04:33:59
59.79	04:34:09
59.80	04:34:19
59.81	04:34:29
59.79	04:34:39
59.79	04:34:49
59.78	04:34:59
59.79	04:35:09
59.77	04:35:19
59.78	04:35:29
59.77	04:35:39
59.79	04:35:49
59.78	04:35:59
59.79	04:36:10
59.77	04:36:20
59.78	04:36:30
59.77	04:36:40
59.80	04:36:50
59.79	04:37:00
59.79	04:37:10
59.79	04:37:20
59.78	04:37:30
59.77	04:37:40
59.78	04:37:50
59.79	04:38:00
59.80	04:38:10
59.77	04:38:21
59.77	04:38:31
59.81	04:38:41
59.77	04:38:51
59.78	04:39:01
59.78	04:39:11
59.77	04:39:21
59.77	04:39:31
59.78	04:39:41
59.78	04:39:51
59.79	04:40:01
59.77	04:40:11
59.76	04:40:21
59.76	04:40:31
59.78	04:40:42
59.77	04:40:52
59.78	04:41:02
59.79	04:41:12
59.76	04:41:22
59.79	04:41:32
59.77	04:41:42
59.78	04:41:52
59.76	04:42:02
59.77	04:42:12
59.77	04:42:22
59.75	04:42:32
59.75	04:42:42
59.78	04:42:52
59.77	04:43:03
59.76	04:43:13
59.77	04:43:23
59.78	04:43:33
59.78	04:43:43
59.76	04:43:53
59.75	04:44:03
59.76	04:44:13
59.76	04:44:23
59.74	04:44:33
59.76	04:44:43
59.78	04:44:53
59.77	04:45:03
59.78	04:45:14
59.75	04:45:24
59.77	04:45:34
59.77	04:45:44
59.77	04:45:54
59.77	04:46:04
59.77	04:46:14
59.76	04:46:24
59.78	04:46:34
59.78	04:46:44
59.77	04:46:54
59.75	04:47:04
59.76	04:47:14
59.77	04:47:24
59.77	04:47:35
59.76	04:47:45
59.74	04:47:55
59.75	04:48:05
59.74	04:48:15
59.77	04:48:25
59.76	04:48:35
59.74	04:48:45
59.74	04:48:55
59.75	04:49:05
59.72	04:49:15
59.74	04:49:25
59.75	04:49:35
59.72	04:49:46
59.77	04:49:56
59.75	04:50:06
59.74	04:50:16
59.75	04:50:26
59.74	04:50:36
59.73	04:50:46
59.73	04:50:56
59.74	04:51:06
59.76	04:51:16
59.71	04:51:26
59.73	04:51:36
59.74	04:51:46
59.74	04:51:56
59.74	04:52:07
59.76	04:52:17
59.74	04:52:27
59.74	04:52:37
59.72	04:52:47
59.75	04:52:57
59.70	04:53:07
59.75	04:53:17
59.73	04:53:27
59.75	04:53:37
59.75	04:53:47
59.74	04:53:57
59.73	04:54:07
59.76	04:54:17
59.75	04:54:28
59.73	04:54:38
59.77	04:54:48
59.77	04:54:58
59.74	04:55:08
59.73	04:55:18
59.73	04:55:28
59.75	04:55:38
59.76	04:55:48
59.73	04:55:58
59.74	04:56:08
59.69	04:56:18
59.72	04:56:28
59.71	04:56:39
59.75	04:56:49
59.74	04:56:59
59.73	04:57:09
59.72	04:57:19
59.72	04:57:29
59.72	04:57:39
59.72	04:57:49
59.70	04:57:59
59.74	04:58:09
59.71	04:58:19
59.69	04:58:29
59.72	04:58:39
59.69	04:58:49
59.72	04:59:00
59.73	04:59:10
59.73	04:59:20
59.73	04:59:30
59.70	04:59:40
59.73	04:59:50
59.73	05:00:00
59.71	05:00:10
59.73	05:00:20
59.72	05:00:30
59.73	05:00:40
59.72	05:00:50
59.71	05:01:00
59.69	05:01:11
59.73	05:01:21
59.66	05:01:31
59.75	05:01:41
59.68	05:01:51
59.69	05:02:01
59.70	05:02:11
59.68	05:02:21
59.68	05:02:31
59.69	05:02:41
59.72	05:02:51
59.67	05:03:01
59.71	05:03:11
59.68	05:03:21
59.72	05:03:32
59.66	05:03:42
59.66	05:03:52
59.74	05:04:02
59.73	05:04:12
59.72	05:04:22
59.65	05:04:32
59.73	05:04:42
59.71	05:04:52
59.71	05:05:02
59.66	05:05:12
59.71	05:05:22
59.71	05:05:32
59.68	05:05:42
59.68	05:05:53
59.69	05:06:03
59.69	05:06:13
59.69	05:06:23
59.64	05:06:33
59.68	05:06:43
59.71	05:06:53
59.70	05:07:03
59.66	05:07:13
59.64	05:07:23
59.68	05:07:33
59.61	05:07:43
59.66	05:07:53
59.66	05:08:04
59.63	05:08:14
59.64	05:08:24
59.66	05:08:34
59.64	05:08:44
59.69	05:08:54
59.62	05:09:04
59.65	05:09:14
59.59	05:09:24
59.64	05:09:34
59.61	05:09:44
59.59	05:09:54
59.61	05:10:04
59.61	05:10:14
59.63	05:10:25
59.55	05:10:35
59.64	05:10:45
59.59	05:10:55
59.57	05:11:05
59.58	05:11:15
59.55	05:11:25
59.63	05:11:35
59.57	05:11:45
59.58	05:11:55
59.55	05:12:05
59.56	05:12:15
59.64	05:12:25
59.66	05:12:36
59.53	05:12:46
59.57	05:12:56
59.54	05:13:06
59.63	05:13:16
59.49	05:13:26
59.58	05:13:36
59.57	05:13:46
59.57	05:13:56
59.59	05:14:06
59.65	05:14:16
59.57	05:14:26
59.63	05:14:36
59.59	05:14:46
59.55	05:14:57
59.56	05:15:07
59.50	05:15:17
59.51	05:15:27
59.62	05:15:37
59.52	05:15:47
59.54	05:15:57
59.57	05:16:07
59.49	05:16:17
59.50	05:16:27
59.46	05:16:37
59.51	05:16:47
59.46	05:16:57
59.40	05:17:07
59.52	05:17:18
59.54	05:17:28
59.53	05:17:38
59.49	05:17:48
59.52	05:17:58
59.58	05:18:08
59.59	05:18:18
59.48	05:18:28
59.40	05:18:38
59.48	05:18:48
59.50	05:18:58
59.44	05:19:08
59.48	05:19:18
59.50	05:19:29
59.52	05:19:39
59.44	05:19:49
59.38	05:19:59
59.44	05:20:09
59.46	05:20:19
59.46	05:20:29
59.44	05:20:39
59.39	05:20:49
59.34	05:20:59
59.36	05:21:09
59.37	05:21:19
59.44	05:21:29
59.39	05:21:39
59.40	05:21:50
59.40	05:22:00
59.43	05:22:10
59.38	05:22:20
59.34	05:22:30
59.41	05:22:40
59.43	05:22:50
59.39	05:23:00
59.37	05:23:10
59.38	05:23:20
59.37	05:23:30
59.40	05:23:40
59.38	05:23:50
59.37	05:24:00
59.32	05:24:11
59.36	05:24:21
59.31	05:24:31
59.34	05:24:41
59.31	05:24:51
59.40	05:25:01
59.37	05:25:11
59.37	05:25:21
59.38	05:25:31
59.41	05:25:41
59.45	05:25:51
59.37	05:26:01
59.41	05:26:11
59.40	05:26:22
59.36	05:26:32
59.36	05:26:42
59.37	05:26:52
59.32	05:27:02
59.30	05:27:12
59.31	05:27:22
59.28	05:27:32
59.41	05:27:42
59.30	05:27:52
59.23	05:28:02
59.36	05:28:12
59.29	05:28:22
59.32	05:28:32
59.30	05:28:43
59.35	05:28:53
59.31	05:29:03
59.29	05:29:13
59.25	05:29:23
59.37	05:29:33
59.37	05:29:43
59.38	05:29:53
59.35	05:30:03
59.39	05:30:13
59.36	05:30:23
59.32	05:30:33
59.28	05:30:43
59.26	05:30:54
59.30	05:31:04
59.29	05:31:14
59.26	05:31:24
59.27	05:31:34
59.29	05:31:44
59.25	05:31:54
59.22	05:32:04
59.28	05:32:14
59.24	05:32:24
59.28	05:32:34
59.26	05:32:44
59.31	05:32:54
59.21	05:33:04
59.22	05:33:15
59.30	05:33:25
59.29	05:33:35
59.34	05:33:45
59.25	05:33:55
59.20	05:34:05
59.26	05:34:15
59.24	05:34:25
59.21	05:34:35
59.21	05:34:45
59.16	05:34:55
59.14	05:35:05
59.19	05:35:15
59.15	05:35:25
59.23	05:35:36
59.18	05:35:46
59.25	05:35:56
59.18	05:36:06
59.27	05:36:16
59.24	05:36:26
59.18	05:36:36
59.16	05:36:46
59.19	05:36:56
59.16	05:37:06
59.23	05:37:16
59.22	05:37:26
59.20	05:37:36
59.17	05:37:47
59.18	05:37:57
59.11	05:38:07
59.10	05:38:17
59.13	05:38:27
59.16	05:38:37
59.15	05:38:47
59.20	05:38:57
59.11	05:39:07
59.22	05:39:17
59.15	05:39:27
59.17	05:39:37
59.19	05:39:47
59.16	05:39:57
59.18	05:40:08
59.15	05:40:18
59.13	05:40:28
59.15	05:40:38
59.08	05:40:48
59.13	05:40:58
59.15	05:41:08
59.16	05:41:18
59.07	05:41:28
59.08	05:41:38
59.04	05:41:48
59.07	05:41:58
59.10	05:42:08
59.13	05:42:18
59.13	05:42:29
59.07	05:42:39
59.06	05:42:49
59.02	05:42:59
59.02	05:43:09
59.07	05:43:19
59.10	05:43:29
59.05	05:43:39
59.06	05:43:49
59.03	05:43:59
59.05	05:44:09
59.02	05:44:19
59.03	05:44:29
59.07	05:44:40
59.10	05:44:50
59.06	05:45:00
59.07	05:45:10
59.08	05:45:20
59.08	05:45:30
59.11	05:45:40
59.07	05:45:50
59.07	05:46:00
59.04	05:46:10
59.06	05:46:20
59.00	05:46:30
59.04	05:46:40
59.10	05:46:50
59.02	05:47:01
59.03	05:47:11
59.02	05:47:21
59.04	05:47:31
59.01	05:47:41
59.01	05:47:51
59.07	05:48:01
59.01	05:48:11
59.04	05:48:21
59.06	05:48:31
59.07	05:48:41
59.10	05:48:51
59.01	05:49:01
59.04	05:49:12
59.07	05:49:22
59.05	05:49:32
59.02	05:49:42
58.97	05:49:52
58.97	05:50:02
58.98	05:50:12
59.00	05:50:22
58.99	05:50:32
59.00	05:50:42
59.00	05:50:52
58.98	05:51:02
59.03	05:51:12
58.98	05:51:22
58.97	05:51:33
58.99	05:51:43
59.07	05:51:53
58.97	05:52:03
58.95	05:52:13
58.94	05:52:23
59.01	05:52:33
58.94	05:52:43
59.00	05:52:53
58.98	05:53:03
58.96	05:53:13
58.93	05:53:23
58.95	05:53:33
58.93	05:53:43
58.93	05:53:54
58.93	05:54:04
58.99	05:54:14
58.97	05:54:24
58.93	05:54:34
58.92	05:54:44
58.94	05:54:54
58.92	05:55:04
58.92	05:55:14
58.90	05:55:24
58.94	05:55:34
58.90	05:55:44
58.91	05:55:54
58.92	05:56:05
58.93	05:56:15
58.90	05:56:25
58.91	05:56:35
58.93	05:56:45
58.93	05:56:55
58.94	05:57:05
58.96	05:57:15
58.91	05:57:25
58.93	05:57:35
58.92	05:57:45
58.90	05:57:55
58.92	05:58:05
58.90	05:58:15
58.90	05:58:26
58.92	05:58:36
58.95	05:58:46
58.92	05:58:56
58.93	05:59:06
58.91	05:59:16
58.91	05:59:26
58.92	05:59:36
58.93	05:59:46
58.93	05:59:56
58.94	06:00:06
58.93	06:00:16
58.93	06:00:26
58.93	06:00:36
58.92	06:00:47
58.93	06:00:57
58.93	06:01:07
58.90	06:01:17
58.92	06:01:27
58.92	06:01:37
58.91	06:01:47
58.92	06:01:57
58.91	06:02:07
58.91	06:02:17
58.90	06:02:27
58.93	06:02:37
58.91	06:02:47
58.92	06:02:58
58.91	06:03:08
58.92	06:03:18
58.90	06:03:28
58.91	06:03:38
58.90	06:03:48
58.91	06:03:58
58.93	06:04:08
58.90	06:04:18
58.92	06:04:28
58.89	06:04:38
58.90	06:04:48
58.91	06:04:58
58.90	06:05:08
58.90	06:05:19
58.88	06:05:29
58.92	06:05:39
58.90	06:05:49
58.88	06:05:59
58.90	06:06:09
58.88	06:06:19
58.90	06:06:29
58.91	06:06:39
58.89	06:06:49
58.92	06:06:59
58.90	06:07:09
58.90	06:07:19
58.90	06:07:29
58.89	06:07:40
58.90	06:07:50
58.89	06:08:00
58.89	06:08:10
58.91	06:08:20
58.91	06:08:30
58.89	06:08:40
58.89	06:08:50
58.89	06:09:00
58.89	06:09:10
58.90	06:09:20
58.90	06:09:30
58.89	06:09:40
58.89	06:09:51
58.90	06:10:01
58.90	06:10:11
58.90	06:10:21
58.89	06:10:31
58.88	06:10:41
58.88	06:10:51
58.91	06:11:01
58.90	06:11:11
58.90	06:11:21
58.88	06:11:31
58.90	06:11:41
58.89	06:11:51
58.90	06:12:01
58.89	06:12:12
58.90	06:12:22
58.90	06:12:32
58.89	06:12:42
58.90	06:12:52
58.90	06:13:02
58.89	06:13:12
58.91	06:13:22
58.89	06:13:32
58.90	06:13:42
58.90	06:13:52
58.90	06:14:02
58.91	06:14:12
58.88	06:14:22
58.87	06:14:33
58.89	06:14:43
58.90	06:14:53
58.89	06:15:03
58.88	06:15:13
58.87	06:15:23
58.88	06:15:33
58.89	06:15:43
58.88	06:15:53
58.90	06:16:03
58.88	06:16:13
58.88	06:16:23
58.89	06:16:33
58.90	06:16:44
58.88	06:16:54
58.89	06:17:04
58.90	06:17:14
58.89	06:17:24
58.85	06:17:34
58.88	06:17:44
58.89	06:17:54
58.90	06:18:04
58.87	06:18:14
58.89	06:18:24
58.89	06:18:34
58.89	06:18:44
58.89	06:18:54
58.86	06:19:05
58.89	06:19:15
58.87	06:19:25
58.87	06:19:35
58.88	06:19:45
58.88	06:19:55
58.86	06:20:05
58.87	06:20:15
58.89	06:20:25
58.88	06:20:35
58.86	06:20:45
58.86	06:20:55
58.89	06:21:05
58.86	06:21:15
58.86	06:21:26
58.87	06:21:36
58.86	06:21:46
58.85	06:21:56
58.88	06:22:06
58.88	06:22:16
58.87	06:22:26
58.90	06:22:36
58.86	06:22:46
58.86	06:22:56
58.88	06:23:06
58.88	06:23:16
58.87	06:23:26
58.89	06:23:37
58.88	06:23:47
58.86	06:23:57
58.87	06:24:07
58.86	06:24:17
58.89	06:24:27
58.83	06:24:37
58.86	06:24:47
58.86	06:24:57
58.87	06:25:07
58.86	06:25:17
58.86	06:25:27
58.87	06:25:37
58.87	06:25:47
58.86	06:25:58
58.87	06:26:08
58.86	06:26:18
58.87	06:26:28
58.88	06:26:38
58.88	06:26:48
58.88	06:26:58
58.86	06:27:08
58.86	06:27:18
58.86	06:27:28
58.88	06:27:38
58.80	06:27:48
58.86	06:27:58
58.86	06:28:08
58.88	06:28:19
58.87	06:28:29
58.86	06:28:39
58.86	06:28:49
58.86	06:28:59
58.86	06:29:09
58.85	06:29:19
58.87	06:29:29
58.87	06:29:39
58.85	06:29:49
58.86	06:29:59
58.88	06:30:09
58.84	06:30:19
58.85	06:30:30
58.89	06:30:40
58.84	06:30:50
58.88	06:31:00
58.87	06:31:10
58.87	06:31:20
58.86	06:31:30
58.82	06:31:40
58.85	06:31:50
58.86	06:32:00
58.85	06:32:10
58.85	06:32:20
58.84	06:32:30
58.84	06:32:40
58.87	06:32:51
58.82	06:33:01
58.82	06:33:11
58.80	06:33:21
58.86	06:33:31
58.82	06:33:41
58.86	06:33:51
58.86	06:34:01
58.86	06:34:11
58.87	06:34:21
58.79	06:34:31
58.86	06:34:41
58.81	06:34:51
58.86	06:35:02
58.85	06:35:12
58.86	06:35:22
58.83	06:35:32
58.82	06:35:42
58.84	06:35:52
58.85	06:36:02
58.86	06:36:12
58.84	06:36:22
58.83	06:36:32
58.88	06:36:42
58.86	06:36:52
58.80	06:37:02
58.85	06:37:12
58.82	06:37:23
58.80	06:37:33
58.83	06:37:43
58.86	06:37:53
58.85	06:38:03
58.85	06:38:13
58.82	06:38:23
58.85	06:38:33
58.85	06:38:43
58.83	06:38:53
58.83	06:39:03
58.81	06:39:13
58.85	06:39:23
58.79	06:39:33
58.78	06:39:44
58.82	06:39:54
58.86	06:40:04
58.78	06:40:14
58.79	06:40:24
58.80	06:40:34
58.79	06:40:44
58.82	06:40:54
58.85	06:41:04
58.81	06:41:14
58.80	06:41:24
58.80	06:41:34
58.85	06:41:44
58.82	06:41:55
58.77	06:42:05
58.74	06:42:15
58.84	06:42:25
58.81	06:42:35
58.80	06:42:45
58.80	06:42:55
58.79	06:43:05
58.79	06:43:15
58.78	06:43:25
58.79	06:43:35
58.73	06:43:45
58.79	06:43:55
58.75	06:44:05
58.72	06:44:16
58.77	06:44:26
58.72	06:44:36
58.75	06:44:46
58.70	06:44:56
58.75	06:45:06
58.66	06:45:16
58.69	06:45:26
58.71	06:45:36
58.67	06:45:46
58.73	06:45:56
58.72	06:46:06
58.72	06:46:16
58.70	06:46:26
58.72	06:46:37
58.74	06:46:47
58.79	06:46:57
58.69	06:47:07
58.78	06:47:17
58.75	06:47:27
58.73	06:47:37
58.69	06:47:47
58.60	06:47:57
58.72	06:48:07
58.69	06:48:17
58.71	06:48:27
58.64	06:48:37
58.70	06:48:48
58.66	06:48:58
58.72	06:49:08
58.67	06:49:18
58.66	06:49:28
58.76	06:49:38
58.70	06:49:48
58.53	06:49:58
58.65	06:50:08
58.67	06:50:18
58.70	06:50:28
58.69	06:50:38
58.72	06:50:48
58.62	06:50:58
58.66	06:51:09
58.66	06:51:19
58.67	06:51:29
58.61	06:51:39
58.63	06:51:49
58.61	06:51:59
58.69	06:52:09
58.64	06:52:19
58.76	06:52:29
58.76	06:52:39
58.69	06:52:49
58.68	06:52:59
58.52	06:53:09
58.66	06:53:19
58.55	06:53:30
58.54	06:53:40
58.59	06:53:50
58.59	06:54:00
58.55	06:54:10
58.64	06:54:20
58.52	06:54:30
58.49	06:54:40
58.57	06:54:50
58.51	06:55:00
58.57	06:55:10
58.52	06:55:20
58.51	06:55:30
58.49	06:55:41
58.56	06:55:51
58.54	06:56:01
58.56	06:56:11
58.54	06:56:21
58.48	06:56:31
58.53	06:56:41
58.55	06:56:51
58.55	06:57:01
58.56	06:57:11
58.50	06:57:21
58.53	06:57:31
58.55	06:57:41
58.52	06:57:51
58.52	06:58:02
58.39	06:58:12
58.43	06:58:22
58.45	06:58:32
58.51	06:58:42
58.45	06:58:52
58.46	06:59:02
58.52	06:59:12
58.43	06:59:22
58.50	06:59:32
58.52	06:59:42
58.38	06:59:52
58.42	07:00:02
58.37	07:00:12
58.47	07:00:23
58.39	07:00:33
58.36	07:00:43
58.32	07:00:53
58.32	07:01:03
58.36	07:01:13
58.38	07:01:23
58.37	07:01:33
58.52	07:01:43
58.35	07:01:53
58.33	07:02:03
58.38	07:02:13
58.39	07:02:23
58.32	07:02:34
58.46	07:02:44
58.45	07:02:54
58.48	07:03:04
58.45	07:03:14
58.39	07:03:24
58.37	07:03:34
58.39	07:03:44
58.33	07:03:54
58.39	07:04:04
58.34	07:04:14
58.26	07:04:24
58.34	07:04:34
58.51	07:04:44
58.43	07:04:55
58.44	07:05:05
58.39	07:05:15
58.39	07:05:25
58.39	07:05:35
58.33	07:05:45
58.40	07:05:55
58.42	07:06:05
58.39	07:06:15
58.41	07:06:25
58.39	07:06:35
58.44	07:06:45
58.40	07:06:55
58.39	07:07:05
58.46	07:07:16
58.41	07:07:26
58.36	07:07:36
58.29	07:07:46
58.42	07:07:56
58.45	07:08:06
58.33	07:08:16
58.34	07:08:26
58.32	07:08:36
58.32	07:08:46
58.30	07:08:56
58.26	07:09:06
58.33	07:09:16
58.40	07:09:27
58.35	07:09:37
58.27	07:09:47
58.46	07:09:57
58.36	07:10:07
58.26	07:10:17
58.32	07:10:27
58.30	07:10:37
58.27	07:10:47
58.22	07:10:57
58.32	07:11:07
58.19	07:11:17
58.25	07:11:27
58.23	07:11:37
58.33	07:11:48
58.22	07:11:58
58.27	07:12:08
58.20	07:12:18
58.23	07:12:28
58.29	07:12:38
58.32	07:12:48
58.31	07:12:58
58.30	07:13:08
58.31	07:13:18
58.32	07:13:28
58.30	07:13:38
58.35	07:13:48
58.24	07:13:58
58.34	07:14:09
58.34	07:14:19
58.39	07:14:29
58.32	07:14:39
58.39	07:14:49
58.38	07:14:59
58.36	07:15:09
58.35	07:15:19
58.30	07:15:29
58.28	07:15:39
58.19	07:15:49
58.25	07:15:59
58.24	07:16:09
58.28	07:16:20
58.27	07:16:30
58.25	07:16:40
58.25	07:16:50
58.15	07:17:00
58.14	07:17:10
58.21	07:17:20
58.16	07:17:30
58.22	07:17:40
58.20	07:17:50
58.22	07:18:00
58.21	07:18:10
58.19	07:18:20
58.19	07:18:30
58.24	07:18:41
58.26	07:18:51
58.17	07:19:01
58.14	07:19:11
58.14	07:19:21
58.17	07:19:31
58.13	07:19:41
58.06	07:19:51
58.14	07:20:01
58.11	07:20:11
58.13	07:20:21
58.16	07:20:31
58.16	07:20:41
58.15	07:20:52
58.17	07:21:02
58.15	07:21:12
58.11	07:21:22
58.13	07:21:32
58.09	07:21:42
58.06	07:21:52
58.09	07:22:02
58.11	07:22:12
58.06	07:22:22
58.04	07:22:32
58.06	07:22:42
58.06	07:22:52
58.05	07:23:02
58.06	07:23:13
58.05	07:23:23
58.08	07:23:33
58.06	07:23:43
58.06	07:23:53
58.06	07:24:03
58.07	07:24:13
58.05	07:24:23
58.07	07:24:33
58.05	07:24:43
58.12	07:24:53
58.05	07:25:03
58.02	07:25:13
58.06	07:25:23
58.07	07:25:34
58.05	07:25:44
58.04	07:25:54
58.07	07:26:04
58.05	07:26:14
58.05	07:26:24
58.05	07:26:34
58.04	07:26:44
58.06	07:26:54
58.03	07:27:04
58.04	07:27:14
58.06	07:27:24
58.07	07:27:34
58.09	07:27:45
58.04	07:27:55
58.02	07:28:05
58.04	07:28:15
58.04	07:28:25
58.36	07:28:35
59.50	07:28:45
59.64	07:28:55
59.40	07:29:05
59.08	07:29:15
59.02	07:29:25
58.93	07:29:35
59.05	07:29:45
59.19	07:29:55
59.30	07:30:06
58.99	07:30:16
59.15	07:30:26
59.33	07:30:36
59.12	07:30:46
59.07	07:30:56
59.15	07:31:06
59.19	07:31:16
58.99	07:31:26
59.00	07:31:36
59.04	07:31:46
58.99	07:31:56
59.02	07:32:06
58.97	07:32:17
59.00	07:32:27
59.00	07:32:37
58.95	07:32:47
58.97	07:32:57
58.99	07:33:07
59.03	07:33:17
59.00	07:33:27
58.95	07:33:37
58.95	07:33:47
58.91	07:33:57
58.93	07:34:07
58.92	07:34:17
58.90	07:34:27
58.93	07:34:38
58.90	07:34:48
58.89	07:34:58
58.91	07:35:08
58.89	07:35:18
58.90	07:35:28
58.91	07:35:38
58.90	07:35:48
58.91	07:35:58
58.90	07:36:08
58.90	07:36:18
58.89	07:36:28
58.89	07:36:38
58.89	07:36:48
58.90	07:36:59
58.89	07:37:09
58.91	07:37:19
58.90	07:37:29
58.89	07:37:39
58.90	07:37:49
58.89	07:37:59
58.89	07:38:09
58.90	07:38:19
58.89	07:38:29
58.90	07:38:39
58.89	07:38:49
58.89	07:38:59
58.90	07:39:09
58.89	07:39:20
58.89	07:39:30
58.89	07:39:40
58.92	07:39:50
58.89	07:40:00
58.90	07:40:10
58.90	07:40:20
58.91	07:40:30
58.89	07:40:40
58.93	07:40:50
58.91	07:41:00
58.90	07:41:10
58.89	07:41:20
58.89	07:41:31
58.90	07:41:41
58.89	07:41:51
58.89	07:42:01
58.89	07:42:11
58.90	07:42:21
58.89	07:42:31
58.90	07:42:41
58.90	07:42:51
58.89	07:43:01
58.89	07:43:11
58.91	07:43:21
58.89	07:43:31
58.89	07:43:41
58.89	07:43:52
58.90	07:44:02
58.90	07:44:12
58.89	07:44:22
58.90	07:44:32
58.89	07:44:42
58.89	07:44:52
58.90	07:45:02
58.89	07:45:12
58.90	07:45:22
58.90	07:45:32
58.89	07:45:42
58.90	07:45:52
58.90	07:46:02
58.89	07:46:13
58.89	07:46:23
58.89	07:46:33
58.89	07:46:43
58.89	07:46:53
58.90	07:47:03
58.89	07:47:13
58.89	07:47:23
58.90	07:47:33
58.89	07:47:43
58.89	07:47:53
58.89	07:48:03
58.89	07:48:13
58.90	07:48:24
58.89	07:48:34
58.89	07:48:44
58.89	07:48:54
58.89	07:49:04
58.90	07:49:14
58.89	07:49:24
